iter	Logloss
163	0.5753106052
164	0.5753084425
165	0.575269107
166	0.5752690706
167	0.5752041719
168	0.5752004421
169	0.5751998896
170	0.5751991657
171	0.5751991653
172	0.575199165
173	0.5751991646
174	0.5751957266
175	0.5751924933
176	0.5751920469
177	0.5751920466
178	0.5751899757
179	0.5747969528
180	0.5747923885
181	0.574786982
182	0.5747802441
183	0.5747215741
184	0.5747195841
185	0.5744269843
186	0.5743467113
187	0.5740146074
188	0.5740052755
189	0.574004972
190	0.5740035404
191	0.5739942689
192	0.5737105569
193	0.5737036307
194	0.5737036282
195	0.5736996715
196	0.5736996694
197	0.5736996674
198	0.5736994203
199	0.5736955905
200	0.5736926419
201	0.5736845913
202	0.5732652225
203	0.5732652184
204	0.5732649599
205	0.573261451
206	0.5732584728
207	0.5730202546
208	0.5730202515
209	0.5730200227
210	0.5730198075
211	0.5730128251
212	0.5730103582
213	0.573010004
214	0.5730077284
215	0.573004466
216	0.5730044442
217	0.5729724741
218	0.5729724725
219	0.5729721043
220	0.5729134225
221	0.5729112181
222	0.5724817291
223	0.5724796816
224	0.572337807
225	0.5723376632
226	0.5723376554
227	0.5723366381
228	0.5723338153
229	0.5722452594
230	0.5721944531
231	0.5721942513
232	0.5721617423
233	0.5719670381
234	0.5719665942
235	0.5719665851
236	0.5719661625
237	0.5719641144
238	0.5715060176
239	0.5715056104
240	0.5715055852
241	0.5715038735
242	0.5715036686
243	0.571473271
244	0.5714729251
245	0.5714727946
246	0.5714449074
247	0.5714444274
248	0.5714245326
249	0.5714244722
250	0.5714238682
251	0.5711361083
252	0.5711345073
253	0.5706920074
254	0.570482675
255	0.5704095114
256	0.5700809835
257	0.5699961271
258	0.5697071524
259	0.5696934222
260	0.5696933535
261	0.5696359718
262	0.5695929688
263	0.5691630288
264	0.569155277
265	0.5691541154
266	0.5691473822
267	0.5691034226
268	0.5687688673
269	0.568766085
270	0.5685288704
271	0.5685232086
272	0.5685085729
273	0.5684102575
274	0.5683019061
275	0.5682948196
276	0.5682934413
277	0.568292936
278	0.568181425
279	0.5681082296
280	0.5681046892
281	0.568103492
282	0.5681001625
283	0.5678119994
284	0.5678108383
285	0.5678108178
286	0.5675108753
287	0.5675060766
288	0.5673989191
289	0.567392433
290	0.5673899742
291	0.5672689783
292	0.567267878
293	0.5670209222
294	0.5670208986
295	0.567020323
296	0.5670197815
297	0.5665851201
298	0.5665851139
299	0.566494485
300	0.5664944787
301	0.5664891455
302	0.5662843357
303	0.5662838461
304	0.5661707755
305	0.5661647568
306	0.5661641492
307	0.5661519241
308	0.5661463654
309	0.5661462921
310	0.5661443032
311	0.5661442297
312	0.565519061
313	0.5654680746
314	0.5654679985
315	0.5654668379
316	0.565466271
317	0.5654651611
318	0.5647990906
319	0.5647158648
320	0.5647155439
321	0.5647147411
322	0.5646197917
323	0.5644203208
324	0.5642080952
325	0.5637568816
326	0.5637540003
327	0.5637512901
328	0.5637511439
329	0.5637502469
330	0.5634632066
331	0.5634516909
332	0.5629282563
333	0.5626623012
334	0.5626602823
335	0.5626297391
336	0.5621179352
337	0.5621073277
338	0.5621026562
339	0.5616931301
340	0.5616882843
341	0.5612992902
342	0.5612949563
343	0.5608847396
344	0.5606353127
345	0.5604929906
346	0.5604918693
347	0.5596221145
348	0.5596220182
349	0.5589684616
350	0.5589662682
351	0.5587460452
352	0.55837565
353	0.5580146591
354	0.5580146133
355	0.557596295
356	0.5575740863
357	0.5575700378
358	0.5572739312
359	0.5572733871
360	0.5572621431
361	0.5568124059
362	0.5565566391
363	0.5565566063
364	0.5562878515
365	0.5562873601
366	0.5560566558
367	0.5560129738
368	0.5560125519
369	0.5555886664
370	0.5555777733
371	0.5555744513
372	0.5555690309
373	0.5555685765
374	0.5555652684
375	0.5552229478
376	0.5549491646
377	0.5549341192
378	0.5549340623
379	0.5548845093
380	0.5548812997
381	0.5546516824
382	0.5546445211
383	0.5544101109
384	0.5541488748
385	0.5540972539
386	0.5540892949
387	0.5539337418
388	0.5537544791
389	0.5537101554
390	0.5536791699
391	0.5534020391
392	0.5529549799
393	0.5529487834
394	0.5529462387
395	0.552850218
396	0.5526333068
397	0.5526251822
398	0.5525466245
399	0.552225761
400	0.5521940011
401	0.5516916307
402	0.5515500826
403	0.5515061745
404	0.5512416404
405	0.5510013753
406	0.5509302574
407	0.5508740188
408	0.5508476012
409	0.5507015485
410	0.5507011994
411	0.5504648056
412	0.5502884984
413	0.5502808225
414	0.5502423897
415	0.5500925014
416	0.5500861003
417	0.5500837196
418	0.5500833926
419	0.5500048597
420	0.5497069152
421	0.5491169618
422	0.549000491
423	0.5485498272
424	0.5485456257
425	0.5484133974
426	0.5482073212
427	0.5482069705
428	0.5482009403
429	0.5481992265
430	0.5481387704
431	0.5478357645
432	0.5477110753
433	0.5477106346
434	0.5472805102
435	0.5471401426
436	0.5468315072
437	0.546384597
438	0.5463329407
439	0.5456508851
440	0.5456503854
441	0.5452748045
442	0.5452746768
443	0.5452740937
444	0.5452354868
445	0.5447705878
446	0.544715598
447	0.5447151047
448	0.5445726282
449	0.5441701629
450	0.5440550432
451	0.5438961235
452	0.5438956064
453	0.5438951192
454	0.5438918615
455	0.5436828968
456	0.5434958257
457	0.5434421852
458	0.5431592301
459	0.5431507141
460	0.5429113175
461	0.5428324786
462	0.5428320435
463	0.5424858992
464	0.5424824014
465	0.5424587836
466	0.5423560347
467	0.5422732511
468	0.5422727725
469	0.5422012337
470	0.5420539889
471	0.5420396833
472	0.5420230365
473	0.5419085543
474	0.5417967109
475	0.5417961245
476	0.5417421892
477	0.541604104
478	0.5416035439
479	0.5413108525
480	0.5413086054
481	0.5412766795
482	0.5411675047
483	0.5410167265
484	0.5409946501
485	0.5409278502
486	0.5409094087
487	0.5409072061
488	0.5406284222
489	0.5406219256
490	0.5406198587
491	0.540118183
492	0.5396850119
493	0.5396831695
494	0.5396457184
495	0.5396144936
496	0.539613904
497	0.5395834218
498	0.5395289257
499	0.5395260258
500	0.5393517931
501	0.5393243413
502	0.5393204177
503	0.5390740211
504	0.538696468
505	0.5386825421
506	0.5386820233
507	0.5386683298
508	0.5386678122
509	0.5384672807
510	0.5384656758
511	0.5384651796
512	0.5381078569
513	0.5380462308
514	0.5380443956
515	0.5380432306
516	0.537762627
517	0.5374292993
518	0.5374066369
519	0.5373547629
520	0.5373536212
521	0.5373531855
522	0.5372993525
523	0.5370757059
524	0.5370311266
525	0.5370299987
526	0.5369154677
527	0.5367365693
528	0.5364403324
529	0.5362785378
530	0.5362769485
531	0.5360115912
532	0.5356816166
533	0.5355081307
534	0.5354940656
535	0.5354536076
536	0.5350321472
537	0.5350079812
538	0.5349346395
539	0.5346521948
540	0.5346510134
541	0.5346498685
542	0.5344614236
543	0.5340489159
544	0.5339964325
545	0.5337629799
546	0.533748733
547	0.5334451682
548	0.5334245556
549	0.5331319743
550	0.5331218572
551	0.5330134988
552	0.5324453575
553	0.5324443234
554	0.532212729
555	0.5321991196
556	0.532183955
557	0.5320547596
558	0.5320515279
559	0.5320504819
560	0.532049496
561	0.5317373582
562	0.5315316273
563	0.5315304599
564	0.5315125594
565	0.5314957723
566	0.5314933708
567	0.5314923645
568	0.5314556795
569	0.5314164037
570	0.5313813888
571	0.5313804928
572	0.5311986723
573	0.5308001499
574	0.530467235
575	0.5303330761
576	0.5301709359
577	0.5298807806
578	0.529806402
579	0.5296453408
580	0.5294560394
581	0.5293186629
582	0.5292995202
583	0.5292673228
584	0.5291074097
585	0.5290722594
586	0.5288662919
587	0.5287230234
588	0.5286341651
589	0.5282451865
590	0.5282442418
591	0.5281579103
592	0.5281569903
593	0.528063029
594	0.528059292
595	0.52796339
596	0.5279265918
597	0.5279021736
598	0.5275972756
599	0.5275940341
600	0.5271737548
601	0.5271728502
602	0.5271620375
603	0.5271612616
604	0.5271343598
605	0.5271150179
606	0.5267519155
607	0.526634205
608	0.5264401331
609	0.5263480694
610	0.5261653119
611	0.5259870276
612	0.5256272704
613	0.525626191
614	0.5255956136
615	0.5253019716
616	0.5251998759
617	0.5251990946
618	0.5251875092
619	0.5251151431
620	0.5251143573
621	0.5251136344
622	0.5249352453
623	0.5249343131
624	0.5246917257
625	0.5242963187
626	0.5241148676
627	0.5240941846
628	0.5240935493
629	0.5240859638
630	0.5240476988
631	0.523996414
632	0.5239856779
633	0.5235383943
634	0.5234495486
635	0.5233984608
636	0.5233949312
637	0.523139507
638	0.5230703589
639	0.5229673202
640	0.5229625387
641	0.5229384053
642	0.5229372316
643	0.5227487191
644	0.5225557386
645	0.5220969148
646	0.5220957923
647	0.5220713941
648	0.522059478
649	0.5220452929
650	0.521793845
651	0.5211665046
652	0.5208308202
653	0.5206352525
654	0.5206315374
655	0.5203664697
656	0.5200863625
657	0.5199853323
658	0.5199769409
659	0.5196744831
660	0.5196329673
661	0.5193798102
662	0.5193745379
663	0.5192091133
664	0.5191519141
665	0.5190597871
666	0.5187124491
667	0.5185892597
668	0.5183655231
669	0.5182722925
670	0.5182239339
671	0.5182139129
672	0.5180309211
673	0.5179667627
674	0.5178284558
675	0.5176729791
676	0.5176623137
677	0.5174246245
678	0.5172235984
679	0.5171901261
680	0.5171789293
681	0.516856493
682	0.5167411763
683	0.5167231886
684	0.516694894
685	0.516670367
686	0.5164770702
687	0.5160447945
688	0.5158780715
689	0.5156604227
690	0.5156489444
691	0.515647664
692	0.5153394322
693	0.5149689849
694	0.5149659964
695	0.5149349701
696	0.5149252074
697	0.5148552675
698	0.5148479046
699	0.5146432562
700	0.5145354286
701	0.5144888695
702	0.514471483
703	0.5144478881
704	0.514427061
705	0.514425717
706	0.5144010328
707	0.51437322
708	0.5143585474
709	0.5143572933
710	0.5143561714
711	0.514354989
712	0.5143538592
713	0.5140089679
714	0.5139457827
715	0.5139384832
716	0.5137420425
717	0.5137007236
718	0.5136061051
719	0.5135881182
720	0.5135870796
721	0.5134315287
722	0.513327259
723	0.5133262017
724	0.5133121943
725	0.5133111792
726	0.5133102082
727	0.5133017735
728	0.5133010971
729	0.5133004459
730	0.513244078
731	0.5132321862
732	0.5132259349
733	0.5131900561
734	0.512976299
735	0.5127141441
736	0.5126058127
737	0.5125587944
738	0.5125464783
739	0.5125456319
740	0.5125299513
741	0.5125210761
742	0.5124000212
743	0.5122786502
744	0.5118981237
745	0.5118922851
746	0.5118857249
747	0.5118846828
748	0.5118761434
749	0.5114823412
750	0.5114712662
751	0.5114646522
752	0.5114583348
753	0.5113041109
754	0.5110914973
755	0.5110748814
756	0.5110700439
757	0.5110627619
758	0.5106995483
759	0.5106989121
760	0.510598655
761	0.5105843863
762	0.5105796967
763	0.5105714557
764	0.5105398141
765	0.5105391086
766	0.5105198509
767	0.5105153368
768	0.5105079635
769	0.5104899418
770	0.5104818208
771	0.5104777922
772	0.5104340218
773	0.5104333483
774	0.5101834941
775	0.5101700956
776	0.5098563506
777	0.5098523874
778	0.5097209823
779	0.5093113781
780	0.5093052523
781	0.5091539302
782	0.5091332661
783	0.5091141356
784	0.5091076784
785	0.5088333094
786	0.5088298004
787	0.5088177371
788	0.5088121521
789	0.5088119002
790	0.5088031004
791	0.5088028165
792	0.5086514441
793	0.5086480893
794	0.5086476086
795	0.5086466331
796	0.5084035282
797	0.5081616805
798	0.5081565798
799	0.5081558757
800	0.5081419777
801	0.5079445308
802	0.5079438619
803	0.5079301177
804	0.5077218351
805	0.5075367384
806	0.5075310029
807	0.5074504538
808	0.5073536936
809	0.5073528973
810	0.5073409148
811	0.5071859119
812	0.5070220934
813	0.5070134469
814	0.5068351981
815	0.5065706086
816	0.5064995339
817	0.5064932689
818	0.5063029211
819	0.5061154882
820	0.5060713389
821	0.506054414
822	0.5060361448
823	0.5056614548
824	0.5054177181
825	0.5052792096
826	0.5052532181
827	0.5052492111
828	0.5052207691
829	0.5048819366
830	0.504852385
831	0.5046475267
832	0.5044439997
833	0.5043131132
834	0.5043019268
835	0.5042930303
836	0.5038846215
837	0.5037285626
838	0.5037156961
839	0.5037117863
840	0.5034943442
841	0.50348206
842	0.503338722
843	0.5033078662
844	0.5032446912
845	0.5031132928
846	0.5029838582
847	0.5029717285
848	0.5026461649
849	0.502573634
850	0.5023610082
851	0.5023545758
852	0.5023507862
853	0.502284099
854	0.5022185629
855	0.5021988946
856	0.5020916053
857	0.5019621398
858	0.5018245832
859	0.501535193
860	0.5014970299
861	0.5014965808
862	0.5013650064
863	0.5011773963
864	0.5011039685
865	0.5010951972
866	0.5006822922
867	0.5004271756
868	0.500412981
869	0.5002148918
870	0.50010936
871	0.5000474055
872	0.500042905
873	0.5000399156
874	0.500037529
875	0.4997348997
876	0.4994582951
877	0.499200032
878	0.4989530715
879	0.4989419595
880	0.4988981887
881	0.4988790818
882	0.4988706724
883	0.4988684701
884	0.4988596839
885	0.498856871
886	0.4987272335
887	0.49872419
888	0.4986571993
889	0.4985670027
890	0.4983285605
891	0.4983164577
892	0.4981091728
893	0.4976676292
894	0.4976656454
895	0.4974455617
896	0.4974428428
897	0.4972134589
898	0.4970477744
899	0.4963580516
900	0.496354375
901	0.4963443536
902	0.4963355893
903	0.4963101498
904	0.4963070947
905	0.4962246866
906	0.496157609
907	0.4961559675
908	0.4959935207
909	0.4958242307
910	0.4955896708
911	0.4953556927
912	0.4953370189
913	0.4953005234
914	0.4952784147
915	0.4948455526
916	0.4944974313
917	0.4944834513
918	0.494387254
919	0.4943847335
920	0.4941414754
921	0.4938773202
922	0.4938098148
923	0.4935466376
924	0.493310466
925	0.4932927426
926	0.4931002395
927	0.4929023512
928	0.4926378254
929	0.4926284494
930	0.4921166294
931	0.4919336499
932	0.4918536665
933	0.4916946402
934	0.4915772621
935	0.4915622333
936	0.4915236122
937	0.4914762575
938	0.4914697483
939	0.4914429776
940	0.4912511879
941	0.4912389972
942	0.4911719467
943	0.4911632585
944	0.4911564251
945	0.4911321348
946	0.490979405
947	0.4909020047
948	0.4906786311
949	0.4905239083
950	0.4904510783
951	0.4902877708
952	0.4901249281
953	0.4901222471
954	0.4901166834
955	0.4901130144
956	0.4900145204
957	0.4899996951
958	0.4899923183
959	0.4897742666
960	0.489769265
961	0.4897646537
962	0.4897227266
963	0.4896170749
964	0.4892148619
965	0.4892132155
966	0.4892043853
967	0.4891990063
968	0.4891962715
969	0.4890824184
970	0.4890764212
971	0.4890749589
972	0.4890526953
973	0.4889271421
974	0.4889048688
975	0.488903874
976	0.4888982969
977	0.4887971485
978	0.4887384728
979	0.4886689724
980	0.4883791802
981	0.4883759086
982	0.4883116937
983	0.4880320127
984	0.4880305505
985	0.4877476378
986	0.4877320309
987	0.4870940172
988	0.487089355
989	0.4866840048
990	0.4863178075
991	0.4863105139
992	0.4863051593
993	0.486273916
994	0.4859564041
995	0.4858226909
996	0.4857122006
997	0.4856354345
998	0.4854076926
999	0.4853985832
