iter	Logloss
299	0.5846223824
300	0.5846200486
301	0.5846192891
302	0.5845902577
303	0.5845890193
304	0.5845890169
305	0.5843589546
306	0.5840500846
307	0.5839523486
308	0.5839523471
309	0.5839521875
310	0.5839521862
311	0.5839514808
312	0.5839514797
313	0.5835878952
314	0.5835878943
315	0.5835869803
316	0.5835863549
317	0.5832694621
318	0.5832693246
319	0.5832693153
320	0.5830067411
321	0.5828714188
322	0.5828676024
323	0.5828676004
324	0.5828381145
325	0.5828376231
326	0.5828376063
327	0.5825831586
328	0.5825831267
329	0.5825823375
330	0.5824843342
331	0.5824843316
332	0.5822184268
333	0.5822184211
334	0.5818994854
335	0.5818989224
336	0.581897897
337	0.5818969069
338	0.5818969009
339	0.5818968953
340	0.581677574
341	0.58165046
342	0.5816500325
343	0.5815963139
344	0.5815963091
345	0.5814969373
346	0.5814969155
347	0.581292779
348	0.581292415
349	0.5812923055
350	0.5811963434
351	0.5811951167
352	0.5809251984
353	0.5809243817
354	0.580872736
355	0.5808690339
356	0.58079702
357	0.5807449853
358	0.5807443074
359	0.5807438899
360	0.5807429189
361	0.5807426033
362	0.5806984514
363	0.5806338944
364	0.5806329873
365	0.5804682994
366	0.5804682267
367	0.5804679393
368	0.5802281037
369	0.5796537035
370	0.5793169432
371	0.5793169276
372	0.5793163386
373	0.5793155138
374	0.5793155009
375	0.5793154416
376	0.5791903373
377	0.5791903263
378	0.5791895672
379	0.5791890383
380	0.5791610851
381	0.5791608134
382	0.5791182699
383	0.5791182621
384	0.5791182548
385	0.5791182479
386	0.5791182415
387	0.5791179842
388	0.5788893344
389	0.5788890993
390	0.5788647669
391	0.5788108194
392	0.5788108143
393	0.5788108095
394	0.5788105657
395	0.5787694493
396	0.5787692238
397	0.5787013561
398	0.5785332571
399	0.5784388323
400	0.5784382391
401	0.5784349165
402	0.5784344091
403	0.5783351073
404	0.578335104
405	0.578295072
406	0.5782950687
407	0.5781496914
408	0.5778830821
409	0.5778292599
410	0.5776531029
411	0.5776453158
412	0.5775071658
413	0.5774394257
414	0.5774059968
415	0.5774056487
416	0.5773065843
417	0.577306578
418	0.5772454305
419	0.5771596111
420	0.5771283675
421	0.5770998446
422	0.5769089913
423	0.5767387403
424	0.576737544
425	0.5767375361
426	0.5765065104
427	0.5764250094
428	0.5764055266
429	0.5763739285
430	0.5763736813
431	0.576348949
432	0.576209686
433	0.5760072255
434	0.5760072199
435	0.576007024
436	0.5759648964
437	0.5759429283
438	0.5756640403
439	0.5756436032
440	0.5756069853
441	0.5756068239
442	0.5755875855
443	0.5755696296
444	0.5755346631
445	0.5754934305
446	0.5754779017
447	0.575463368
448	0.5754502386
449	0.5754406613
450	0.5752872396
451	0.575287186
452	0.5752057993
453	0.574990712
454	0.5746767033
455	0.5746643593
456	0.5745859949
457	0.5745859071
458	0.5745573181
459	0.5745056992
460	0.5744953786
461	0.5744478277
462	0.5744477869
463	0.5742806098
464	0.5742385706
465	0.5741051928
466	0.5740962457
467	0.5740738023
468	0.5740185927
469	0.5740108739
470	0.5739102221
471	0.573667226
472	0.5736434258
473	0.5736040681
474	0.5736039749
475	0.5736033587
476	0.5735740519
477	0.5735673527
478	0.5735642352
479	0.5735642224
480	0.5735576161
481	0.5733074007
482	0.5733073898
483	0.5733010917
484	0.5732949391
485	0.5732891106
486	0.5730331573
487	0.573011169
488	0.5729827566
489	0.5728429342
490	0.5728421968
491	0.572681113
492	0.5723622369
493	0.5723620637
494	0.5723620209
495	0.5723072117
496	0.5723071695
497	0.572274601
498	0.5722173096
499	0.5722164438
500	0.572211937
501	0.572195303
502	0.5721952645
503	0.5721361481
504	0.5721361101
505	0.5720901804
506	0.5720766987
507	0.572064899
508	0.5716807365
509	0.571586128
510	0.5715650407
511	0.5715320943
512	0.57153209
513	0.5714836699
514	0.5713829646
515	0.571382962
516	0.571161857
517	0.5711618534
518	0.5710363148
519	0.5710363092
520	0.570990143
521	0.5708910737
522	0.5708901201
523	0.5708786851
524	0.5708786812
525	0.5708753679
526	0.5708455285
527	0.5708423648
528	0.5708423627
529	0.5708423599
530	0.5707675642
531	0.5707670098
532	0.5707640041
533	0.5707611325
534	0.5707440394
535	0.5707412848
536	0.5707412827
537	0.5706966579
538	0.5706868354
539	0.5706793814
540	0.5706340724
541	0.5705658116
542	0.5703548221
543	0.5703548205
544	0.5701228963
545	0.5701227852
546	0.5699458528
547	0.5698864513
548	0.5698573407
549	0.5698065772
550	0.5697985631
551	0.5695408081
552	0.5695303183
553	0.5695190657
554	0.5695185122
555	0.5695134542
556	0.5695059576
557	0.5694930568
558	0.5694926306
559	0.5694693129
560	0.5694261445
561	0.5691908032
562	0.5691836402
563	0.569176194
564	0.5691703438
565	0.5691643358
566	0.5691504702
567	0.5690948578
568	0.5690654932
569	0.5690094752
570	0.5689976358
571	0.5689624725
572	0.5688700098
573	0.568869263
574	0.5688638711
575	0.5688638279
576	0.5687493232
577	0.5686778993
578	0.568634619
579	0.568469118
580	0.5684320467
581	0.5684178849
582	0.5683908278
583	0.5683548338
584	0.5683437116
585	0.5681582643
586	0.5681582583
587	0.5681530906
588	0.5678862203
589	0.5678858011
590	0.5678520984
591	0.5678377407
592	0.567832384
593	0.5678179453
594	0.5678177747
595	0.5678127499
596	0.5677098687
597	0.5675016927
598	0.5675013291
599	0.567479549
600	0.5674791933
601	0.5674688039
602	0.5674684626
603	0.5673958321
604	0.5673950114
605	0.5673280139
606	0.5673152489
607	0.5673150903
608	0.567315079
609	0.5672787165
610	0.5672097196
611	0.5672053158
612	0.5671898076
613	0.567189506
614	0.5671849774
615	0.5671748019
616	0.5671743065
617	0.5671672717
618	0.5669018256
619	0.5669015565
620	0.5668698091
621	0.5668693515
622	0.5668582105
623	0.566857132
624	0.566856722
625	0.5667487517
626	0.566743189
627	0.5665057748
628	0.5664180235
629	0.5664180033
630	0.5664142826
631	0.5664142633
632	0.5664000968
633	0.5664000778
634	0.566399844
635	0.5663996142
636	0.5662793656
637	0.5662124426
638	0.5661838313
639	0.5659082234
640	0.5659064925
641	0.5658314874
642	0.5651533816
643	0.5651261256
644	0.5648942565
645	0.5648646739
646	0.5646654465
647	0.5646067981
648	0.5645767065
649	0.5645557797
650	0.564552988
651	0.5645525241
652	0.5645117684
653	0.5645045125
654	0.5643330912
655	0.5642782462
656	0.5642187455
657	0.5642178305
658	0.5642093477
659	0.5640235066
660	0.5639078189
661	0.56386493
662	0.5638492773
663	0.5638394851
664	0.563815733
665	0.5638104221
666	0.5638102626
667	0.5638095848
668	0.563806838
669	0.5637975679
670	0.5636874685
671	0.5636840183
672	0.5636724733
673	0.5636706149
674	0.5636697464
675	0.5636499493
676	0.5636424909
677	0.5636376304
678	0.5636374702
679	0.563636735
680	0.5635314481
681	0.5635238421
682	0.5635234884
683	0.5635227885
684	0.56351033
685	0.5635102009
686	0.5635101208
687	0.5635097484
688	0.563395104
689	0.5633949304
690	0.5633859095
691	0.5633858783
692	0.5632684783
693	0.5632680697
694	0.563267968
695	0.5632674125
696	0.5632669524
697	0.5632579638
698	0.5631715253
699	0.5631698272
700	0.5631692276
701	0.5631686433
702	0.563168267
703	0.5631552375
704	0.5628424902
705	0.5628421164
706	0.5627646562
707	0.5626762513
708	0.5626753406
709	0.5626597881
710	0.5626519615
711	0.5626197089
712	0.5626080756
713	0.5624858294
714	0.5624745061
715	0.5624662701
716	0.5624470421
717	0.5624468246
718	0.5624466191
719	0.562397852
720	0.5623978187
721	0.5623922101
722	0.5623555962
723	0.5622800013
724	0.5622795349
725	0.5622713534
726	0.5622610448
727	0.5622261828
728	0.5622160723
729	0.5622158492
730	0.5622158288
731	0.5621966069
732	0.5620721858
733	0.5620719684
734	0.5620660731
735	0.5619606271
736	0.5619604363
737	0.5619587793
738	0.5619382345
739	0.5619336249
740	0.5619319123
741	0.5618466397
742	0.5618380888
743	0.561836593
744	0.5617814255
745	0.5617686761
746	0.5617684226
747	0.5617524009
748	0.5617473735
749	0.5617419754
750	0.561741744
751	0.5617400471
752	0.5617398321
753	0.561731872
754	0.5616761176
755	0.5615542775
756	0.5613344306
757	0.5613181147
758	0.5612863694
759	0.5610627623
760	0.5606895014
761	0.5606149072
762	0.5606110472
763	0.560610819
764	0.5605949123
765	0.5604030651
766	0.5604024572
767	0.5603273572
768	0.5603271209
769	0.5602384865
770	0.5602335739
771	0.5602322121
772	0.5602319936
773	0.5602306636
774	0.5602246486
775	0.5600252684
776	0.5600168728
777	0.5600166645
778	0.5600122772
779	0.5598955934
780	0.5598581564
781	0.5596734924
782	0.5595487393
783	0.5595422418
784	0.5595397158
785	0.5595220242
786	0.559521946
787	0.5595070884
788	0.5595070208
789	0.5595069311
790	0.5595068702
791	0.5595068123
792	0.5594716952
793	0.55947162
794	0.5594684939
795	0.5594518997
796	0.5594451709
797	0.5592042116
798	0.5589645218
799	0.5589643408
800	0.5589242747
801	0.5586129616
802	0.5586058892
803	0.558558911
804	0.5584638086
805	0.5584636564
806	0.5584369806
807	0.5581897831
808	0.5581897136
809	0.5580549118
810	0.5577634841
811	0.5577572789
812	0.5577471257
813	0.5576588197
814	0.5576587838
815	0.5574161437
816	0.5574028129
817	0.5574027082
818	0.5573728655
819	0.5573727583
820	0.5573170896
821	0.5571729248
822	0.5571422181
823	0.5571043169
824	0.5571042021
825	0.5571041051
826	0.5570969545
827	0.5570854662
828	0.5570678735
829	0.5570601528
830	0.5569528905
831	0.5569528578
832	0.5568456438
833	0.5567033401
834	0.5566595093
835	0.5565874985
836	0.5565737822
837	0.5560959555
838	0.5558667657
839	0.555832133
840	0.5558321007
841	0.5558320696
842	0.5558319877
843	0.5558319203
844	0.5557419092
845	0.5557418804
846	0.5556634489
847	0.5555327562
848	0.5555251259
849	0.555450119
850	0.5552714347
851	0.5552713901
852	0.5552648121
853	0.5552420408
854	0.5551300413
855	0.5549801631
856	0.5549376561
857	0.5549249125
858	0.5548223486
859	0.5544956731
860	0.5544761313
861	0.5544717554
862	0.5544716714
863	0.5544304222
864	0.5543139053
865	0.5543138623
866	0.5541361272
867	0.5541106859
868	0.5539867785
869	0.5539811669
870	0.5539247264
871	0.5536910639
872	0.5536910114
873	0.5536657491
874	0.5536656989
875	0.5534074455
876	0.5534065833
877	0.5533499113
878	0.5533382814
879	0.5531897715
880	0.5531878668
881	0.5529942981
882	0.5529942389
883	0.5528486836
884	0.5528309362
885	0.5526770906
886	0.5525008078
887	0.5524409621
888	0.5522571625
889	0.5522302415
890	0.5522301314
891	0.5522299998
892	0.5521758173
893	0.5521757175
894	0.5521390414
895	0.5521389245
896	0.5521073456
897	0.5521072333
898	0.5520748812
899	0.5520027617
900	0.5518983994
901	0.5518942637
902	0.5517928272
903	0.5517883019
904	0.5516053064
905	0.5515080997
906	0.5514777173
907	0.5514775829
908	0.551477487
909	0.5514087329
910	0.551408653
911	0.5514083795
912	0.5513259393
913	0.5513035388
914	0.5512980102
915	0.5511755382
916	0.5511725582
917	0.5511676451
918	0.551167566
919	0.5511401663
920	0.5511099361
921	0.5510952032
922	0.550751159
923	0.5507324271
924	0.5505557906
925	0.5505557217
926	0.5505362014
927	0.5504593672
928	0.5504490993
929	0.5503797028
930	0.5502978882
931	0.550199491
932	0.5501893892
933	0.5501746508
934	0.5500518272
935	0.5500517082
936	0.5500515952
937	0.550051497
938	0.549998331
939	0.5499982201
940	0.549897235
941	0.5498084724
942	0.5497284253
943	0.5493604293
944	0.5493226948
945	0.5489250216
946	0.5488839112
947	0.5487284977
948	0.5487277748
949	0.5485990867
950	0.5484960019
951	0.548461316
952	0.5484227846
953	0.5484056057
954	0.5483290923
955	0.5483016308
956	0.5482884683
957	0.5482128654
958	0.548212288
959	0.5482121651
960	0.5481205945
961	0.5479404009
962	0.5479085662
963	0.5479080105
964	0.5477835683
965	0.5476034424
966	0.5475662315
967	0.5474546767
968	0.5474497186
969	0.547323732
970	0.547301241
971	0.5471453043
972	0.546852977
973	0.5468404566
974	0.5468221349
975	0.5468220206
976	0.5468179639
977	0.5465290455
978	0.5465246072
979	0.5465201612
980	0.5464263413
981	0.5463854575
982	0.5463643407
983	0.5463560072
984	0.5463316523
985	0.5463160416
986	0.5463151271
987	0.5463150622
988	0.546283025
989	0.5461171724
990	0.5459801632
991	0.545976056
992	0.5458402025
993	0.5457697169
994	0.545583766
995	0.5455832907
996	0.5451365674
997	0.5449279654
998	0.5445853307
999	0.5443080999
