iter	Passed	Remaining
486	23813	25084
487	23853	25026
488	23899	24974
489	23939	24916
490	23982	24861
491	24032	24814
492	24080	24764
493	24126	24712
494	24172	24660
495	24217	24608
496	24267	24560
497	24313	24508
498	24350	24447
499	24392	24392
500	24432	24335
501	24483	24288
502	24532	24239
503	24573	24183
504	24617	24130
505	24653	24069
506	24700	24018
507	24749	23969
508	24794	23917
509	24833	23859
510	24879	23808
511	24921	23753
512	24965	23699
513	25009	23647
514	25045	23586
515	25091	23535
516	25139	23486
517	25181	23431
518	25222	23375
519	25264	23321
520	25311	23271
521	25362	23224
522	25398	23164
523	25447	23116
524	25496	23068
525	25543	23018
526	25592	22970
527	25634	22915
528	25676	22861
529	25719	22807
530	25756	22749
531	25796	22693
532	25845	22645
533	25891	22594
534	25933	22539
535	25984	22494
536	26026	22440
537	26078	22394
538	26121	22341
539	26167	22290
540	26207	22235
541	26250	22182
542	26295	22131
543	26344	22083
544	26387	22029
545	26426	21973
546	26470	21921
547	26518	21872
548	26564	21822
549	26607	21769
550	26649	21716
551	26694	21664
552	26742	21616
553	26785	21563
554	26829	21512
555	26871	21458
556	26918	21408
557	26966	21360
558	27009	21307
559	27051	21254
560	27096	21203
561	27136	21149
562	27178	21096
563	27217	21040
564	27265	20992
565	27307	20939
566	27350	20886
567	27397	20837
568	27445	20788
569	27491	20738
570	27527	20682
571	27570	20629
572	27622	20584
573	27665	20532
574	27708	20480
575	27751	20428
576	27796	20377
577	27843	20328
578	27884	20275
579	27927	20223
580	27966	20168
581	28010	20117
582	28058	20069
583	28105	20020
584	28152	19971
585	28194	19918
586	28236	19866
587	28286	19820
588	28326	19766
589	28363	19709
590	28406	19658
591	28446	19605
592	28485	19550
593	28535	19503
594	28581	19454
595	28622	19401
596	28664	19349
597	28712	19301
598	28757	19251
599	28796	19197
600	28836	19144
601	28882	19094
602	28923	19042
603	28977	18998
604	29018	18945
605	29061	18895
606	29106	18844
607	29147	18792
608	29198	18746
609	29243	18696
610	29284	18644
611	29321	18589
612	29368	18541
613	29421	18496
614	29464	18445
615	29507	18394
616	29549	18342
617	29585	18287
618	29630	18237
619	29677	18189
620	29717	18136
621	29762	18087
622	29803	18034
623	29856	17990
624	29898	17938
625	29937	17885
626	29980	17835
627	30022	17783
628	30062	17731
629	30110	17683
630	30157	17635
631	30199	17584
632	30236	17530
633	30287	17484
634	30328	17433
635	30373	17383
636	30419	17334
637	30453	17279
638	30505	17234
639	30544	17181
640	30588	17131
641	30627	17079
642	30668	17027
643	30711	16977
644	30758	16928
645	30798	16877
646	30845	16829
647	30891	16780
648	30937	16732
649	30984	16683
650	31023	16631
651	31070	16583
652	31115	16534
653	31166	16488
654	31212	16440
655	31254	16389
656	31299	16340
657	31337	16288
658	31383	16239
659	31426	16189
660	31462	16136
661	31502	16084
662	31548	16036
663	31582	15981
664	31627	15932
665	31669	15882
666	31709	15830
667	31751	15780
668	31792	15730
669	31839	15682
670	31882	15632
671	31923	15581
672	31958	15528
673	32003	15479
674	32060	15436
675	32107	15388
676	32147	15337
677	32194	15290
678	32239	15241
679	32281	15191
680	32324	15141
681	32371	15094
682	32416	15045
683	32458	14995
684	32511	14950
685	32558	14902
686	32602	14853
687	32637	14800
688	32679	14750
689	32731	14705
690	32780	14658
691	32819	14607
692	32860	14557
693	32897	14505
694	32944	14457
695	32991	14410
696	33032	14360
697	33081	14313
698	33124	14264
699	33171	14216
700	33212	14166
701	33255	14117
702	33295	14066
703	33342	14018
704	33388	13971
705	33439	13925
706	33480	13875
707	33519	13824
708	33559	13774
709	33611	13728
710	33657	13680
711	33703	13633
712	33745	13583
713	33790	13534
714	33841	13489
715	33883	13440
716	33931	13392
717	33976	13344
718	34021	13296
719	34066	13248
720	34114	13201
721	34162	13153
722	34205	13104
723	34245	13055
724	34289	13006
725	34343	12961
726	34386	12912
727	34432	12864
728	34475	12815
729	34525	12769
730	34570	12721
731	34618	12674
732	34667	12627
733	34711	12579
734	34759	12532
735	34805	12484
736	34848	12435
737	34889	12386
738	34934	12338
739	34982	12291
740	35021	12240
741	35060	12190
742	35103	12142
743	35146	12093
744	35198	12047
745	35241	11998
746	35279	11948
747	35323	11900
748	35372	11853
749	35419	11806
750	35468	11759
751	35513	11711
752	35556	11663
753	35602	11615
754	35649	11568
755	35691	11519
756	35737	11471
757	35785	11424
758	35834	11378
759	35885	11332
760	35923	11282
761	35972	11235
762	36019	11188
763	36060	11139
764	36105	11091
765	36148	11042
766	36192	10994
767	36237	10946
768	36284	10899
769	36337	10853
770	36381	10805
771	36428	10758
772	36474	10711
773	36510	10660
774	36560	10614
775	36608	10567
776	36653	10519
777	36694	10470
778	36736	10422
779	36781	10374
780	36830	10327
781	36864	10276
782	36910	10229
783	36951	10180
784	37006	10135
785	37049	10087
786	37090	10038
787	37135	9990
788	37184	9944
789	37233	9897
790	37276	9849
791	37318	9800
792	37360	9752
793	37404	9704
794	37447	9656
795	37489	9607
796	37534	9560
797	37579	9512
798	37624	9465
799	37672	9418
800	37716	9370
801	37764	9323
802	37807	9275
803	37846	9226
804	37892	9178
805	37934	9130
806	37970	9080
807	38014	9033
808	38053	8984
809	38104	8938
810	38152	8891
811	38205	8845
812	38240	8795
813	38283	8747
814	38336	8702
815	38378	8653
816	38417	8605
817	38466	8558
818	38507	8510
819	38556	8463
820	38601	8416
821	38646	8368
822	38685	8319
823	38725	8271
824	38774	8224
825	38819	8177
826	38859	8128
827	38897	8080
828	38938	8031
829	38981	7984
830	39025	7936
831	39065	7888
832	39113	7841
833	39159	7794
834	39209	7747
835	39256	7700
836	39300	7653
837	39343	7605
838	39385	7557
839	39437	7511
840	39483	7464
841	39524	7416
842	39567	7368
843	39616	7322
844	39665	7275
845	39710	7228
846	39752	7180
847	39795	7133
848	39847	7087
849	39891	7039
850	39937	6992
851	39977	6944
852	40020	6896
853	40061	6848
854	40107	6801
855	40150	6754
856	40187	6705
857	40232	6658
858	40298	6614
859	40344	6567
860	40385	6519
861	40428	6472
862	40472	6424
863	40514	6377
864	40561	6330
865	40606	6283
866	40650	6235
867	40703	6189
868	40752	6143
869	40802	6096
870	40848	6049
871	40893	6002
872	40940	5955
873	40984	5908
874	41028	5861
875	41077	5814
876	41121	5767
877	41161	5719
878	41202	5671
879	41251	5625
880	41292	5577
881	41336	5530
882	41384	5483
883	41425	5435
884	41472	5389
885	41515	5341
886	41555	5294
887	41604	5247
888	41646	5199
889	41693	5153
890	41737	5105
891	41784	5059
892	41827	5011
893	41869	4964
894	41921	4918
895	41968	4871
896	42017	4824
897	42059	4777
898	42103	4730
899	42154	4683
900	42194	4636
901	42236	4588
902	42285	4542
903	42333	4495
904	42382	4448
905	42428	4402
906	42468	4354
907	42504	4306
908	42551	4259
909	42600	4213
910	42648	4166
911	42691	4119
912	42735	4072
913	42781	4025
914	42829	3978
915	42875	3931
916	42918	3884
917	42960	3837
918	43002	3790
919	43050	3743
920	43090	3696
921	43133	3649
922	43179	3602
923	43223	3555
924	43269	3508
925	43316	3461
926	43357	3414
927	43408	3367
928	43447	3320
929	43497	3273
930	43543	3227
931	43584	3180
932	43631	3133
933	43679	3086
934	43723	3039
935	43761	2992
936	43807	2945
937	43849	2898
938	43893	2851
939	43943	2804
940	43989	2758
941	44039	2711
942	44088	2664
943	44135	2618
944	44182	2571
945	44218	2524
946	44255	2476
947	44296	2429
948	44337	2382
949	44379	2335
950	44434	2289
951	44483	2242
952	44524	2195
953	44571	2149
954	44618	2102
955	44669	2055
956	44712	2009
957	44752	1962
958	44800	1915
959	44844	1868
960	44889	1821
961	44934	1774
962	44979	1728
963	45025	1681
964	45069	1634
965	45111	1587
966	45157	1541
967	45201	1494
968	45241	1447
969	45286	1400
970	45338	1354
971	45381	1307
972	45428	1260
973	45478	1214
974	45521	1167
975	45572	1120
976	45611	1073
977	45663	1027
978	45715	980
979	45760	933
980	45810	887
981	45857	840
982	45898	793
983	45942	747
984	45984	700
985	46036	653
986	46079	606
987	46125	560
988	46169	513
989	46214	466
990	46259	420
991	46305	373
992	46351	326
993	46397	280
994	46439	233
995	46492	186
996	46535	140
997	46578	93
998	46619	46
999	46666	0
