,hitter.last_name,Home?,OnFirst,OnSecond,OnThird,OppTeam,count.balls,count.outs,count.pitch_count,count.strikes,created_at,errors,fielders,flags.is_ab_over,flags.is_bunt,flags.is_bunt_shown,flags.is_double_play,flags.is_hit,flags.is_passed_ball,flags.is_triple_play,flags.is_wild_pitch,hit_location,hit_type,hitter.first_name,hitter.id,hitter.jersey_number,hitter.preferred_name,id,innings,outcome_id,pitcher.first_name,pitcher.hitter_hand,pitcher.id,pitcher.jersey_number,pitcher.last_name,pitcher.pitch_count,pitcher.pitch_speed,pitcher.pitch_type,pitcher.pitch_x,pitcher.pitch_y,pitcher.pitch_zone,pitcher.pitcher_hand,pitcher.preferred_name,runners,status,temperature,type,updated_at,warming_up.first_name,warming_up.id,warming_up.jersey_number,warming_up.last_name,warming_up.player_id,warming_up.preferred_name,warming_up.team_id,weather.direction,weather.speed_mph
0,Carpenter,1,0.0,0.0,0.0,MIN,1.0,0.0,1.0,0.0,2018-05-08T00:33:27+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,ffc9c2d7-109a-4fb1-89ae-84ae19ed718e,1,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,1.0,95.0,FA,0.0,113.0,10.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:33:33+00:00,0,0,0,0,0,0,0,ENE,8.0
1,Carpenter,1,0.0,0.0,0.0,MIN,2.0,0.0,2.0,0.0,2018-05-08T00:33:42+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,f38a3f24-9e40-4176-8614-206a38b614d2,1,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,2.0,96.0,FA,-105.0,-121.0,13.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:33:56+00:00,0,0,0,0,0,0,0,ENE,8.0
2,Carpenter,1,0.0,0.0,0.0,MIN,2.0,0.0,3.0,1.0,2018-05-08T00:34:00+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,8879e05f-894d-4c47-a18c-5583d125636a,1,kKL,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,3.0,96.0,FA,11.0,13.0,5.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:34:44+00:00,0,0,0,0,0,0,0,ENE,8.0
3,Carpenter,1,0.0,0.0,0.0,MIN,3.0,0.0,4.0,1.0,2018-05-08T00:34:16+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,4ab674f0-ee03-4fd0-8cde-f74cff4d4453,1,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,4.0,96.0,FA,29.0,-147.0,12.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:34:21+00:00,0,0,0,0,0,0,0,ENE,8.0
4,Carpenter,1,0.0,0.0,0.0,MIN,4.0,0.0,5.0,1.0,2018-05-08T00:34:32+00:00,0,0,True,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,68d59584-4d6d-4f1e-a82d-695a7e91edd4,1,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,5.0,97.0,FA,-41.0,156.0,10.0,R,Fernando,"[{'starting_base': 0, 'ending_base': 1, 'out': False, 'outcome_id': 'AD1', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:34:37+00:00,0,0,0,0,0,0,0,ENE,8.0
5,Bader,1,1.0,0.0,0.0,MIN,1.0,0.0,1.0,0.0,2018-05-08T00:35:07+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Harrison,b6eb38af-2e03-46ba-b613-9185987940f2,48,Harrison,47eb2f01-f691-4ed3-917a-dd9ddf922267,1,bB,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,6.0,95.0,FA,-152.0,-95.0,13.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:35:12+00:00,0,0,0,0,0,0,0,ENE,8.0
6,Bader,1,1.0,0.0,0.0,MIN,1.0,0.0,2.0,1.0,2018-05-08T00:35:27+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Harrison,b6eb38af-2e03-46ba-b613-9185987940f2,48,Harrison,100470e9-20cf-4804-906c-c603619aeb76,1,kKS,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,7.0,85.0,SL,-94.0,-73.0,7.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:35:42+00:00,0,0,0,0,0,0,0,ENE,8.0
7,Bader,1,1.0,0.0,0.0,MIN,1.0,0.0,3.0,2.0,2018-05-08T00:35:49+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Harrison,b6eb38af-2e03-46ba-b613-9185987940f2,48,Harrison,ea709e2d-f8c6-44cf-88fb-e9669de7689e,1,kF,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,8.0,95.0,FA,94.0,-17.0,6.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:36:04+00:00,0,0,0,0,0,0,0,ENE,8.0
8,Bader,1,1.0,0.0,0.0,MIN,1.0,1.0,4.0,3.0,2018-05-08T00:36:18+00:00,0,"[{'sequence': 1, 'preferred_name': 'Bobby', 'first_name': 'Robert', 'last_name': 'Wilson', 'jersey_number': '46', 'id': '86bcc430-09a4-45c0-b42d-56f08e8118e6', 'type': 'putout'}]",True,False,False,False,False,False,False,False,0,0,Harrison,b6eb38af-2e03-46ba-b613-9185987940f2,48,Harrison,685bfafd-49c9-4052-8376-7d98d24be20b,1,kKL,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,9.0,96.0,FA,-88.0,-95.0,7.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:37:40+00:00,0,0,0,0,0,0,0,ENE,8.0
9,Fowler,1,1.0,0.0,0.0,MIN,0.0,1.0,1.0,1.0,2018-05-08T00:36:55+00:00,0,0,False,False,False,False,False,False,False,False,0,0,William,a91b5de2-7809-4c9c-b67a-409835c5f17e,25,Dexter,2cd7c86c-9796-4676-a57f-b3588d593fa2,1,kKL,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,10.0,96.0,FA,47.0,65.0,3.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:37:11+00:00,0,0,0,0,0,0,0,ENE,8.0
10,Fowler,1,1.0,0.0,0.0,MIN,1.0,1.0,2.0,1.0,2018-05-08T00:37:18+00:00,0,0,False,False,False,False,False,False,False,False,0,0,William,a91b5de2-7809-4c9c-b67a-409835c5f17e,25,Dexter,adc9d0ab-90d5-4d9d-9746-e6be34062778,1,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,11.0,91.0,CH,47.0,-134.0,12.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:37:23+00:00,0,0,0,0,0,0,0,ENE,8.0
11,Fowler,1,1.0,0.0,0.0,MIN,1.0,2.0,3.0,1.0,2018-05-08T00:37:48+00:00,0,"[{'sequence': 1, 'preferred_name': 'Eddie', 'first_name': 'Eddie', 'last_name': 'Rosario', 'jersey_number': '20', 'id': '4be357dd-add5-4613-937d-6b9a0831d9ee', 'type': 'putout'}]",True,False,False,False,False,False,False,False,6,FB,William,a91b5de2-7809-4c9c-b67a-409835c5f17e,25,Dexter,03d62604-8c84-4d42-bb7d-57fcd526a127,1,oFO,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,12.0,95.0,FA,100.0,47.0,3.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:37:59+00:00,0,0,0,0,0,0,0,ENE,8.0
12,Ozuna,1,1.0,0.0,0.0,MIN,1.0,2.0,1.0,0.0,2018-05-08T00:38:35+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Marcell,57f0a40f-e0f5-4e76-bd59-b8c4de7a680c,23,Marcell,d3019124-15d1-4484-a6d0-0a11b2250cfc,1,bB,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,13.0,86.0,SL,-141.0,-117.0,13.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:38:39+00:00,0,0,0,0,0,0,0,ENE,8.0
13,Ozuna,1,1.0,0.0,0.0,MIN,2.0,2.0,2.0,0.0,2018-05-08T00:38:57+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Marcell,57f0a40f-e0f5-4e76-bd59-b8c4de7a680c,23,Marcell,5d1297cf-e7c2-430e-ac70-24e3808a843a,1,bDB,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,14.0,87.0,SL,-94.0,-173.0,12.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:39:03+00:00,0,0,0,0,0,0,0,ENE,8.0
14,Ozuna,1,1.0,0.0,0.0,MIN,2.0,2.0,3.0,1.0,2018-05-08T00:39:21+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Marcell,57f0a40f-e0f5-4e76-bd59-b8c4de7a680c,23,Marcell,bc3ae557-6c6e-4edb-a589-95ecc527c9a4,1,kKL,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,15.0,97.0,FA,-129.0,-86.0,13.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:39:26+00:00,0,0,0,0,0,0,0,ENE,8.0
15,Ozuna,1,1.0,0.0,0.0,MIN,2.0,2.0,4.0,2.0,2018-05-08T00:39:42+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Marcell,57f0a40f-e0f5-4e76-bd59-b8c4de7a680c,23,Marcell,7ef1c220-a8c1-4db9-92bf-81cecf014e32,1,kF,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,16.0,97.0,FA,0.0,-47.0,8.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:40:07+00:00,0,0,0,0,0,0,0,ENE,8.0
16,Ozuna,1,1.0,0.0,0.0,MIN,2.0,3.0,5.0,3.0,2018-05-08T00:40:13+00:00,0,"[{'sequence': 1, 'preferred_name': 'Bobby', 'first_name': 'Robert', 'last_name': 'Wilson', 'jersey_number': '46', 'id': '86bcc430-09a4-45c0-b42d-56f08e8118e6', 'type': 'putout'}]",True,False,False,False,False,False,False,False,0,0,Marcell,57f0a40f-e0f5-4e76-bd59-b8c4de7a680c,23,Marcell,62e65a34-3caa-41a8-976b-5496a83691d3,1,kKL,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,17.0,88.0,SL,-141.0,-78.0,13.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Matt', 'first_name': 'Matthew', 'last_name': 'Carpenter', 'jersey_number': '13', 'id': 'a8cd51db-4a15-454a-836d-79fe158f7b71'}]",official,73.0,pitch,2018-05-08T00:40:19+00:00,0,0,0,0,0,0,0,ENE,8.0
17,Gyorko,1,0.0,0.0,0.0,MIN,0.0,0.0,1.0,1.0,2018-05-08T00:49:44+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Jedd,b9f472ef-aa1a-4d22-a5cb-b3141b807fd0,3,Jedd,5b835e1e-33a8-40d0-b2d7-ca673d90be6f,2,kF,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,18.0,96.0,FA,-23.0,-113.0,12.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:50:00+00:00,0,0,0,0,0,0,0,ENE,8.0
18,Gyorko,1,0.0,0.0,0.0,MIN,0.0,0.0,2.0,2.0,2018-05-08T00:50:19+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Jedd,b9f472ef-aa1a-4d22-a5cb-b3141b807fd0,3,Jedd,feda60d8-a4fe-4340-a08f-6df2e902298a,2,kKS,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,19.0,95.0,FA,88.0,-126.0,12.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:50:32+00:00,0,0,0,0,0,0,0,ENE,8.0
19,Gyorko,1,0.0,0.0,0.0,MIN,0.0,1.0,3.0,3.0,2018-05-08T00:50:40+00:00,0,"[{'sequence': 1, 'preferred_name': 'Bobby', 'first_name': 'Robert', 'last_name': 'Wilson', 'jersey_number': '46', 'id': '86bcc430-09a4-45c0-b42d-56f08e8118e6', 'type': 'putout'}]",True,False,False,False,False,False,False,False,0,0,Jedd,b9f472ef-aa1a-4d22-a5cb-b3141b807fd0,3,Jedd,53814d75-dbab-4819-aaee-4f05e6e39521,2,kKS,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,20.0,89.0,SL,-141.0,-130.0,13.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:50:50+00:00,0,0,0,0,0,0,0,ENE,8.0
20,DeJong,1,0.0,0.0,0.0,MIN,0.0,1.0,1.0,1.0,2018-05-08T00:51:02+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Paul,cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b,12,Paul,686aa0c1-eb25-4cf5-8c61-6e6776871c5d,2,kKL,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,21.0,96.0,FA,47.0,0.0,6.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:51:17+00:00,0,0,0,0,0,0,0,ENE,8.0
21,DeJong,1,0.0,0.0,0.0,MIN,0.0,1.0,2.0,2.0,2018-05-08T00:51:32+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Paul,cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b,12,Paul,78015c77-bdb5-45ad-9e45-4ce17f402324,2,kF,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,22.0,91.0,CH,64.0,13.0,6.0,R,Fernando,0,official,73.0,pitch,2018-05-08T00:51:47+00:00,0,0,0,0,0,0,0,ENE,8.0
22,DeJong,1,0.0,0.0,0.0,MIN,0.0,1.0,3.0,2.0,2018-05-08T00:52:04+00:00,0,0,True,False,False,False,True,False,False,False,9,LD,Paul,cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b,12,Paul,5a7c2a94-23b1-4f2d-9470-d6e6c7bde950,2,aD,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,23.0,89.0,SL,-52.0,-13.0,4.0,R,Fernando,"[{'starting_base': 0, 'ending_base': 2, 'out': False, 'outcome_id': 'AD2', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:53:13+00:00,0,0,0,0,0,0,0,ENE,8.0
23,Wong,1,0.0,1.0,0.0,MIN,0.0,1.0,1.0,1.0,2018-05-08T00:52:43+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Kolten,343e48ee-be0e-4f0d-a801-dc8cbbce75b4,16,Kolten,c370d551-330d-4960-9c78-e1fece6f2eaa,2,kKL,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,24.0,96.0,FA,94.0,47.0,3.0,R,Fernando,"[{'starting_base': 2, 'ending_base': 2, 'out': False, 'outcome_id': '', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:52:48+00:00,0,0,0,0,0,0,0,ENE,8.0
24,Wong,1,0.0,1.0,0.0,MIN,0.0,1.0,2.0,2.0,2018-05-08T00:52:59+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Kolten,343e48ee-be0e-4f0d-a801-dc8cbbce75b4,16,Kolten,a6c2cb1a-d062-4e19-aa23-a0319f6bef91,2,kF,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,25.0,97.0,FA,-117.0,26.0,13.0,R,Fernando,"[{'starting_base': 2, 'ending_base': 2, 'out': False, 'outcome_id': '', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:53:13+00:00,0,0,0,0,0,0,0,ENE,8.0
25,Wong,1,0.0,1.0,0.0,MIN,0.0,1.0,3.0,2.0,2018-05-08T00:53:32+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Kolten,343e48ee-be0e-4f0d-a801-dc8cbbce75b4,16,Kolten,1c165844-bed2-408e-9000-b1b90126e696,2,kF,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,26.0,88.0,SL,23.0,4.0,5.0,R,Fernando,"[{'starting_base': 2, 'ending_base': 2, 'out': False, 'outcome_id': '', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:53:55+00:00,0,0,0,0,0,0,0,ENE,8.0
26,Wong,1,0.0,1.0,0.0,MIN,1.0,1.0,4.0,2.0,2018-05-08T00:54:15+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Kolten,343e48ee-be0e-4f0d-a801-dc8cbbce75b4,16,Kolten,1ce9d1e8-55f5-408b-b90c-4491d19c6dc5,2,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,27.0,97.0,FA,58.0,121.0,10.0,R,Fernando,"[{'starting_base': 2, 'ending_base': 2, 'out': False, 'outcome_id': '', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:54:21+00:00,0,0,0,0,0,0,0,ENE,8.0
27,Wong,1,0.0,1.0,0.0,MIN,2.0,1.0,5.0,2.0,2018-05-08T00:54:40+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Kolten,343e48ee-be0e-4f0d-a801-dc8cbbce75b4,16,Kolten,caf941e0-5eca-42b3-a911-39782b0da6dc,2,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,28.0,89.0,SL,-100.0,126.0,10.0,R,Fernando,"[{'starting_base': 2, 'ending_base': 2, 'out': False, 'outcome_id': '', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:55:05+00:00,0,0,0,0,0,0,0,ENE,8.0
28,Wong,1,0.0,1.0,0.0,MIN,2.0,2.0,6.0,3.0,2018-05-08T00:55:07+00:00,0,"[{'sequence': 1, 'preferred_name': 'Bobby', 'first_name': 'Robert', 'last_name': 'Wilson', 'jersey_number': '46', 'id': '86bcc430-09a4-45c0-b42d-56f08e8118e6', 'type': 'putout'}]",True,False,False,False,False,False,False,False,0,0,Kolten,343e48ee-be0e-4f0d-a801-dc8cbbce75b4,16,Kolten,d87940ba-e8d1-4edb-bf99-615112275ef8,2,kKS,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,29.0,89.0,SL,-164.0,-121.0,13.0,R,Fernando,"[{'starting_base': 2, 'ending_base': 2, 'out': False, 'outcome_id': '', 'preferred_name': 'Paul', 'first_name': 'Paul', 'last_name': 'DeJong', 'jersey_number': '12', 'id': 'cf302aef-cb3a-4626-ba44-a9bc7bbb3f5b'}]",official,73.0,pitch,2018-05-08T00:55:21+00:00,0,0,0,0,0,0,0,ENE,8.0
29,Carpenter,1,0.0,0.0,0.0,MIN,1.0,1.0,1.0,0.0,2018-05-08T01:06:44+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,797249f1-b4ab-489e-afdc-ea8140985083,3,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,36.0,96.0,FA,135.0,-60.0,11.0,R,Fernando,0,official,73.0,pitch,2018-05-08T01:06:50+00:00,0,0,0,0,0,0,0,ENE,8.0
30,Carpenter,1,0.0,0.0,0.0,MIN,1.0,1.0,2.0,1.0,2018-05-08T01:06:57+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,fd952c7a-9005-41d1-a2c9-d1aa938b4b1d,3,kKL,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,37.0,89.0,CH,58.0,-34.0,6.0,R,Fernando,0,official,73.0,pitch,2018-05-08T01:07:50+00:00,0,0,0,0,0,0,0,ENE,8.0
31,Carpenter,1,0.0,0.0,0.0,MIN,1.0,1.0,3.0,2.0,2018-05-08T01:07:16+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,39999e7f-0e06-4351-ab05-058a4f91433e,3,kKL,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,38.0,92.0,CH,11.0,-160.0,12.0,R,Fernando,0,official,73.0,pitch,2018-05-08T01:07:25+00:00,0,0,0,0,0,0,0,ENE,8.0
32,Carpenter,1,0.0,0.0,0.0,MIN,2.0,1.0,4.0,2.0,2018-05-08T01:07:34+00:00,0,0,False,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,cb3fe25a-6f94-4fac-9c92-085fe4326253,3,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,39.0,97.0,FA,-82.0,173.0,10.0,R,Fernando,0,official,73.0,pitch,2018-05-08T01:07:39+00:00,0,0,0,0,0,0,0,ENE,8.0
33,Carpenter,1,0.0,0.0,0.0,MIN,2.0,2.0,5.0,3.0,2018-05-08T01:07:52+00:00,0,"[{'sequence': 1, 'preferred_name': 'Bobby', 'first_name': 'Robert', 'last_name': 'Wilson', 'jersey_number': '46', 'id': '86bcc430-09a4-45c0-b42d-56f08e8118e6', 'type': 'putout'}]",True,False,False,False,False,False,False,False,0,0,Matthew,a8cd51db-4a15-454a-836d-79fe158f7b71,13,Matt,746c5bbb-6e30-49dc-9de1-0fcac75da976,3,kKL,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,40.0,87.0,SL,100.0,4.0,6.0,R,Fernando,0,official,73.0,pitch,2018-05-08T01:07:57+00:00,0,0,0,0,0,0,0,ENE,8.0
34,Bader,1,0.0,0.0,0.0,MIN,0.0,2.0,1.0,0.0,2018-05-08T01:08:28+00:00,0,0,True,False,False,False,True,False,False,False,14,LD,Harrison,b6eb38af-2e03-46ba-b613-9185987940f2,48,Harrison,03f3a069-f8d3-4406-bdb2-9f3cb5ba4013,3,aS,Fernando,R,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,41.0,98.0,FA,52.0,0.0,6.0,R,Fernando,"[{'starting_base': 0, 'ending_base': 1, 'out': False, 'outcome_id': 'AD1', 'preferred_name': 'Harrison', 'first_name': 'Harrison', 'last_name': 'Bader', 'jersey_number': '48', 'id': 'b6eb38af-2e03-46ba-b613-9185987940f2'}]",official,73.0,pitch,2018-05-08T01:08:48+00:00,0,0,0,0,0,0,0,ENE,8.0
35,Fowler,1,1.0,0.0,0.0,MIN,1.0,2.0,1.0,0.0,2018-05-08T01:09:00+00:00,0,0,False,False,False,False,False,False,False,False,0,0,William,a91b5de2-7809-4c9c-b67a-409835c5f17e,25,Dexter,aaf987d0-8201-40e4-a710-b6606c304cb3,3,bB,Fernando,L,e971302a-321b-4f8d-a0a5-abd51ecd32ef,77,Romero,42.0,95.0,FA,141.0,52.0,11.0,R,Fernando,"[{'starting_base': 1, 'ending_base': 1, 'out': False, 'outcome_id': '', 'preferred_name': 'Harrison', 'first_name': 'Harrison', 'last_name': 'Bader', 'jersey_number': '48', 'id': 'b6eb38af-2e03-46ba-b613-9185987940f2'}]",official,73.0,pitch,2018-05-08T01:09:05+00:00,0,0,0,0,0,0,0,ENE,8.0
