iter	Passed	Remaining
455	949	1133
456	952	1131
457	955	1130
458	957	1128
459	960	1127
460	963	1126
461	965	1123
462	967	1121
463	968	1118
464	970	1116
465	971	1113
466	973	1110
467	975	1108
468	976	1105
469	978	1103
470	979	1099
471	980	1096
472	981	1093
473	983	1091
474	983	1087
475	985	1084
476	987	1082
477	988	1079
478	990	1077
479	992	1074
480	993	1072
481	995	1069
482	997	1067
483	999	1065
484	1001	1063
485	1002	1059
486	1003	1057
487	1005	1055
488	1007	1052
489	1008	1050
490	1010	1047
491	1012	1045
492	1013	1041
493	1014	1039
494	1016	1036
495	1017	1033
496	1018	1030
497	1020	1028
498	1021	1025
499	1023	1023
500	1025	1021
501	1027	1018
502	1028	1016
503	1030	1014
504	1033	1013
505	1035	1010
506	1036	1008
507	1038	1005
508	1039	1002
509	1039	999
510	1041	996
511	1043	994
512	1044	991
513	1046	989
514	1047	986
515	1048	983
516	1049	980
517	1051	978
518	1052	975
519	1053	972
520	1054	969
521	1055	966
522	1057	964
523	1058	961
524	1059	958
525	1060	955
526	1062	953
527	1063	950
528	1065	948
529	1066	946
530	1067	943
531	1068	940
532	1070	937
533	1071	934
534	1072	932
535	1074	930
536	1076	927
537	1077	925
538	1079	923
539	1080	920
540	1082	918
541	1084	916
542	1085	913
543	1086	910
544	1088	908
545	1089	906
546	1091	903
547	1092	901
548	1094	899
549	1096	896
550	1098	895
551	1100	892
552	1101	890
553	1103	888
554	1104	885
555	1106	883
556	1107	881
557	1109	878
558	1111	876
559	1112	874
560	1114	871
561	1115	869
562	1117	867
563	1119	865
564	1120	862
565	1122	860
566	1125	859
567	1127	857
568	1129	855
569	1131	853
570	1134	852
571	1137	850
572	1140	849
573	1142	847
574	1144	845
575	1145	843
576	1147	840
577	1148	838
578	1149	835
579	1151	833
580	1152	830
581	1154	828
582	1155	826
583	1157	824
584	1158	821
585	1159	819
586	1161	816
587	1162	814
588	1164	812
589	1165	809
590	1167	807
591	1168	805
592	1170	803
593	1172	801
594	1173	798
595	1175	796
596	1176	794
597	1178	792
598	1181	790
599	1182	788
600	1184	786
601	1185	784
602	1187	781
603	1189	779
604	1190	777
605	1192	775
606	1193	772
607	1195	770
608	1198	769
609	1200	767
610	1202	765
611	1203	763
612	1205	761
613	1207	758
614	1208	756
615	1210	754
616	1211	751
617	1212	749
618	1213	747
619	1214	744
620	1216	742
621	1216	739
622	1218	737
623	1220	735
624	1221	732
625	1222	730
626	1224	728
627	1225	725
628	1226	723
629	1226	720
630	1228	718
631	1229	715
632	1231	713
633	1232	711
634	1234	709
635	1234	706
636	1236	704
637	1238	702
638	1240	700
639	1242	698
640	1243	696
641	1245	694
642	1246	691
643	1247	689
644	1249	687
645	1250	685
646	1252	683
647	1253	681
648	1255	678
649	1256	676
650	1258	674
651	1260	672
652	1261	670
653	1263	668
654	1264	666
655	1265	663
656	1267	661
657	1269	659
658	1270	657
659	1272	655
660	1273	653
661	1275	651
662	1276	649
663	1278	646
664	1279	644
665	1281	642
666	1283	640
667	1284	638
668	1286	636
669	1287	634
670	1289	632
671	1290	630
672	1292	627
673	1294	625
674	1295	623
675	1297	621
676	1298	619
677	1300	617
678	1301	615
679	1303	613
680	1304	611
681	1306	609
682	1307	606
683	1309	604
684	1312	603
685	1315	602
686	1317	600
687	1320	598
688	1323	597
689	1326	596
690	1328	594
691	1330	592
692	1331	589
693	1333	587
694	1335	585
695	1335	583
696	1337	581
697	1339	579
698	1340	577
699	1341	575
700	1343	573
701	1345	571
702	1347	569
703	1349	567
704	1350	565
705	1352	563
706	1353	561
707	1355	559
708	1356	556
709	1358	554
710	1360	552
711	1361	550
712	1363	548
713	1364	546
714	1366	544
715	1368	542
716	1369	540
717	1371	538
718	1372	536
719	1374	534
720	1375	532
721	1377	530
722	1379	528
723	1380	526
724	1382	524
725	1383	522
726	1384	520
727	1386	518
728	1388	516
729	1389	513
730	1391	511
731	1392	509
732	1394	507
733	1395	505
734	1397	503
735	1398	501
736	1400	499
737	1401	497
738	1403	495
739	1404	493
740	1406	491
741	1408	489
742	1409	487
743	1411	485
744	1412	483
745	1414	481
746	1416	479
747	1418	477
748	1419	475
749	1421	473
750	1422	471
751	1424	469
752	1425	467
753	1427	465
754	1429	463
755	1430	461
756	1432	459
757	1433	457
758	1435	455
759	1436	453
760	1438	451
761	1439	449
762	1441	447
763	1442	445
764	1444	443
765	1446	441
766	1447	439
767	1449	437
768	1450	435
769	1452	433
770	1453	431
771	1454	429
772	1456	427
773	1458	425
774	1459	423
775	1461	421
776	1463	419
777	1464	417
778	1466	415
779	1467	413
780	1468	411
781	1470	409
782	1473	408
783	1475	406
784	1476	404
785	1478	402
786	1480	400
787	1482	398
788	1484	396
789	1485	394
790	1488	393
791	1490	391
792	1492	389
793	1493	387
794	1496	385
795	1499	384
796	1502	382
797	1505	381
798	1506	379
799	1509	377
800	1512	375
801	1515	374
802	1518	372
803	1520	370
804	1522	368
805	1523	366
806	1524	364
807	1525	362
808	1527	360
809	1530	358
810	1531	356
811	1533	354
812	1535	353
813	1537	351
814	1539	349
815	1540	347
816	1543	345
817	1545	343
818	1546	341
819	1548	339
820	1552	338
821	1553	336
822	1555	334
823	1556	332
824	1560	331
825	1563	329
826	1566	327
827	1568	325
828	1571	324
829	1573	322
830	1576	320
831	1579	318
832	1582	317
833	1584	315
834	1587	313
835	1589	311
836	1592	310
837	1595	308
838	1598	306
839	1601	305
840	1603	303
841	1605	301
842	1607	299
843	1608	297
844	1611	295
845	1613	293
846	1615	291
847	1616	289
848	1617	287
849	1619	285
850	1621	283
851	1622	281
852	1624	279
853	1625	277
854	1628	276
855	1630	274
856	1631	272
857	1632	270
858	1635	268
859	1637	266
860	1639	264
861	1640	262
862	1643	260
863	1645	258
864	1646	257
865	1648	255
866	1650	253
867	1652	251
868	1654	249
869	1655	247
870	1658	245
871	1660	243
872	1662	241
873	1663	239
874	1665	237
875	1667	236
876	1669	234
877	1671	232
878	1674	230
879	1676	228
880	1678	226
881	1679	224
882	1681	222
883	1683	220
884	1685	219
885	1688	217
886	1691	215
887	1694	213
888	1696	211
889	1699	210
890	1702	208
891	1705	206
892	1707	204
893	1709	202
894	1711	200
895	1713	198
896	1715	196
897	1716	195
898	1718	193
899	1720	191
900	1721	189
901	1723	187
902	1724	185
903	1726	183
904	1727	181
905	1729	179
906	1731	177
907	1732	175
908	1734	173
909	1736	171
910	1737	169
911	1739	167
912	1740	165
913	1742	163
914	1743	162
915	1745	160
916	1747	158
917	1748	156
918	1749	154
919	1751	152
920	1752	150
921	1754	148
922	1755	146
923	1756	144
924	1758	142
925	1759	140
926	1761	138
927	1762	136
928	1764	134
929	1765	132
930	1766	130
931	1768	129
932	1769	127
933	1771	125
934	1773	123
935	1774	121
936	1776	119
937	1777	117
938	1779	115
939	1780	113
940	1782	111
941	1784	109
942	1785	107
943	1787	106
944	1788	104
945	1790	102
946	1791	100
947	1793	98
948	1795	96
949	1796	94
950	1798	92
951	1799	90
952	1801	88
953	1802	86
954	1804	85
955	1806	83
956	1807	81
957	1808	79
958	1809	77
959	1810	75
960	1811	73
961	1813	71
962	1815	69
963	1815	67
964	1817	65
965	1819	64
966	1820	62
967	1822	60
968	1824	58
969	1825	56
970	1826	54
971	1828	52
972	1829	50
973	1831	48
974	1832	46
975	1834	45
976	1836	43
977	1837	41
978	1839	39
979	1840	37
980	1841	35
981	1843	33
982	1845	31
983	1846	30
984	1848	28
985	1849	26
986	1851	24
987	1852	22
988	1853	20
989	1855	18
990	1856	16
991	1858	14
992	1859	13
993	1860	11
994	1862	9
995	1864	7
996	1865	5
997	1867	3
998	1868	1
999	1870	0
