STATE,DISTRICT,(I),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,GENERAL VOTES
Alabama,S,(I),"Shelby, Richard C.",,R,405398,968181
Alabama,S,,"Moser, N.C. ""Clint""",,R,75190,
Alabama,S,,,Party Votes:,R,480588,
Alabama,S,,"Barnes, William G.",,D,160993,515619
Alabama,S,,"De Moore, Simone D.",,D,103942,
Alabama,S,,,Party Votes:,D,264935,
Alabama,S,,Scattered,,W,,1699
Alabama,S,,,Total State Votes:,,745523,1485499
Alaska,S,(I),"Murkowski, Lisa ",,R/W***,53872,92931
Alaska,S,,"Miller, Joe",,R,55878,90839
Alaska,S,,,Party Votes:,R,109750,
Alaska,S,,"McAdams, Scott T.",,D,18035,60045
Alaska,S,,"Kern, Jacob Seth",,D,6913,
Alaska,S,,"Vondersaar, Frank J.",,D,5339,
Alaska,S,,,Party Votes:,D,30287,
Alaska,S,,Murkowski,,W (Challenged Counted),,8160
Alaska,S,,Murkowski,,W (Challenged NOT Counted),,2035
Alaska,S,,"Haase, Fredrick ""David""",,LIB,5793,1459
Alaska,S,,,Party Votes:,LIB,5793,
Alaska,S,,"Carter, Tim",,NAF,,927
Alaska,S,,Other - Misc. Names,,W,,602
Alaska,S,,"Gianoutsos, Ted",,NAF,,458
Alaska,S,,"Miller, Joe",,W,,21
Alaska,S,,"Hill, Sid",,W,,13
Alaska,S,,McAdams,,W,,8
Alaska,S,,"Marin Jr., Edward D.",,W,,6
Alaska,S,,"Bradley, Red K.",,W,,3
Alaska,S,,"Cummins, Guy A.",,W,,2
Alaska,S,,"Lackey, Lisa M.",,W,,2
Alaska,S,,"McGahan, Richard",,W,,2
Alaska,S,,"Moser, Marvin Roger",,W,,2
Alaska,S,,"Perry, Karen",,W,,2
Alaska,S,,"Ransom, Eileen M.",,W,,2
Alaska,S,,"Whittaker, Jed",,W,,2
Alaska,S,,"Ames, Michael",,W,,1
Alaska,S,,"Austin, Kevin",,W,,1
Alaska,S,,"Beeman, David E.",,W,,1
Alaska,S,,"Beeman, Vicky L.",,W,,1
Alaska,S,,"Boyle, David",,W,,1
Alaska,S,,"Butler, Michael",,W,,1
Alaska,S,,"Crowell, Margaret A.",,W,,1
Alaska,S,,"Dillingham, Chris S.",,W,,1
Alaska,S,,"George, David S.",,W,,1
Alaska,S,,"Humphries, Alan D.",,W,,1
Alaska,S,,"Johnson, Petter M.",,W,,1
Alaska,S,,"Kelly, Eric C.",,W,,1
Alaska,S,,"Klemme, Bill",,W,,1
Alaska,S,,"Landis-Beck, Marjori",,W,,1
Alaska,S,,"Rice, Anthony",,W,,1
Alaska,S,,"Steve, Thompson",,W,,1
Alaska,S,,"Tolbert, Georgia Lee",,W,,1
Alaska,S,,,Total State Votes:,,145830,257538
Arizona,S,(I),"McCain, John",,R,333744,1005615
Arizona,S,,"Hayworth, J.D.",,R,190229,
Arizona,S,,"Deakin, Jim",,R,69328,
Arizona,S,,,Party Votes:,R,593301,
Arizona,S,,"Glassman, Rodney",,D,100307,592011
Arizona,S,,"Eden, Cathy",,D,76487,
Arizona,S,,"Dougherty, John",,D,68589,
Arizona,S,,"Parraz, Randy",,D,44435,
Arizona,S,,"Koller, William",,W(D),48,
Arizona,S,,,Party Votes:,D,289866,
Arizona,S,,"Nolan, David F.",,LIB,2669,80097
Arizona,S,,,Party Votes:,LIB,2669,
Arizona,S,,"Joslyn, Jerry",,GRE,1948,24603
Arizona,S,,,Party Votes:,GRE,1948,
Arizona,S,,"Gilyeat, Ian ",,W,,5938
Arizona,S,,"Ellis, Loyd",,W,,160
Arizona,S,,"Chavez, Santos",,W,,39
Arizona,S,,"Dudikoff, Sydney ",,W,,14
Arizona,S,,"Caplette, Ray J. ",,W,,7
Arizona,S,,,Total State Votes:,,887784,1708484
Arkansas,S,,"Boozman, John",,R,75010,451618
Arkansas,S,,"Holt, Jim",,R,24826,
Arkansas,S,,"Baker, Gilbert",,R,16540,
Arkansas,S,,"Reynolds, Conrad ""Colonel""",,R,7128,
Arkansas,S,,"Coleman, Curtis",,R,6928,
Arkansas,S,,"Hendren, Kim",,R,5551,
Arkansas,S,,"Alexander, Randy",,R,4389,
Arkansas,S,,"Ramey, Fred",,R,1888,
Arkansas,S,,,Party Votes:,R,142260,
Arkansas,S,(I),"Lincoln, Blanche Lambert",,D,146579,288156
Arkansas,S,,"Halter, Bill",,D,140081,
Arkansas,S,,"Morrison, DC",,D,42695,
Arkansas,S,,,Party Votes:,D,329355,
Arkansas,S,,"Drown, Trevor",,IND,,25234
Arkansas,S,,"Gray, John Laney, III",,GRE,,14430
Arkansas,S,,Scattered,,W,,376
Arkansas,S,,"Hercher, Stephan ""Troublemaker""",,W,,143
Arkansas,S,,,,,,
Arkansas,S,,,Total State Votes:,,471615,779957
California,S,(I),"Boxer, Barbara",,D,1957920,5218137
California,S,,"Quintana, Brian",,D,338442,
California,S,,"Kaus, Robert M. ""Mickey""",,D,123573,
California,S,,,Party Votes:,D,2419935,
California,S,,"Fiorina, Carly",,R,1315429,4217386
California,S,,"Campbell, Tom",,R,504289,
California,S,,"Devore, Chuck",,R,452577,
California,S,,"Ramirez, Al",,R,42149,
California,S,,"Kalemkarian, Tim",,R,19598,
California,S,,,Party Votes:,R,2334042,
California,S,,"Lightfoot, Gail K.",,LIB,17791,175235
California,S,,,Party Votes:,LIB,17791,
California,S,,"Feinland, Marsha",,PAF,4070,135088
California,S,,,Party Votes:,PAF,4070,
California,S,,"Roberts, Duane",,GRE,19983,128512
California,S,,,Party Votes:,GRE,19983,
California,S,,"Noonan, Edward C.",,AIP,16704,125435
California,S,,"Grundmann, Don J.",,AIP,14170,
California,S,,"Salehi, Al",,AIP,11423,
California,S,,,Party Votes:,AIP,42297,
California,S,,"Harris, James E. ",,W,,41
California,S,,"Vlakancic, Connor",,W,,11
California,S,,"Carroll, Jerry Leon ",,W,,10
California,S,,"Kugler, Hans J.",,W,,5
California,S,,,Total State Votes:,,4838118,9999860
Colorado,S,(I),"Bennet, Michael F.",,D,184714,854685
Colorado,S,,"Romanoff, Andrew",,D,156419,
Colorado,S,,,Party Votes:,D,341133,
Colorado,S,,"Buck, Ken",,R,211099,824789
Colorado,S,,"Norton, Jane",,R,198231,
Colorado,S,,,Party Votes:,R,409330,
Colorado,S,,"Kinsey, Bob",,GRE,Unopposed,38884
Colorado,S,,"Stringer, Maclyn ""Mac""",,LIB,1186,22646
Colorado,S,,"Finger, John",,LIB,1075,
Colorado,S,,,Party Votes:,LIB,2261,
